protein_accession,method,lcr_start,lcr_end,pfam_accession,pfam_name,domain_start,domain_end,overlap_length,lcr_domain_fraction,domain_lcr_fraction,is_domain_edge
A0A0B4J1V9,fLPS_strict,379,401,PF04851,ResIII,223,385,7,0.3043,0.0429,True
A0A0B4J1V9,fLPS_strict,379,401,PF00270,DEAD,245,388,10,0.4348,0.0694,True
P83731,fLPS_strict,56,80,PF01246,Ribosomal_L24e,1,66,11,0.44,0.1667,True
O14647,fLPS_strict,783,803,PF00271,Helicase_C,792,905,12,0.5714,0.1053,True
O14647,fLPS_strict,783,811,PF00271,Helicase_C,792,905,20,0.6897,0.1754,True
P46199,fLPS_strict,255,259,PF00009,GTP_EFTU,182,341,5,1.0,0.0312,False
P46199,fLPS_strict,255,259,PF01926,MMR_HSR1,183,289,5,1.0,0.0467,False
Q9BVP2,fLPS_strict,2,46,PF08701,GN3L_Grn1,15,88,32,0.7111,0.4324,True
Q9BVP2,fLPS_strict,306,327,PF01926,MMR_HSR1,256,311,6,0.2727,0.1071,True
Q9BVP2,fLPS_strict,301,328,PF01926,MMR_HSR1,256,311,11,0.3929,0.1964,True
Q9BVP2,fLPS_strict,75,91,PF08701,GN3L_Grn1,15,88,14,0.8235,0.1892,True
Q8N9N2,fLPS_strict,155,181,PF10469,AKAP7_NLS,161,350,21,0.7778,0.1105,True
Q8N9N2,fLPS_strict,218,234,PF10469,AKAP7_NLS,161,350,17,1.0,0.0895,False
P51825,fLPS_strict,408,492,PF05110,AF-4,8,520,85,1.0,0.1657,False
P51825,fLPS_strict,497,542,PF05110,AF-4,8,520,24,0.5217,0.0468,True
P51825,fLPS_strict,441,460,PF05110,AF-4,8,520,20,1.0,0.039,False
P51825,fLPS_strict,266,280,PF05110,AF-4,8,520,15,1.0,0.0292,False
P51825,fLPS_strict,194,213,PF05110,AF-4,8,520,20,1.0,0.039,False
P51825,fLPS_strict,368,388,PF05110,AF-4,8,520,21,1.0,0.0409,False
P51825,fLPS_strict,100,106,PF05110,AF-4,8,520,7,1.0,0.0136,False
P51825,fLPS_strict,108,117,PF05110,AF-4,8,520,10,1.0,0.0195,False
P51825,fLPS_strict,484,506,PF05110,AF-4,8,520,23,1.0,0.0448,False
P51825,fLPS_strict,420,508,PF05110,AF-4,8,520,89,1.0,0.1735,False
P51825,fLPS_strict,16,32,PF05110,AF-4,8,520,17,1.0,0.0331,True
Q14764,fLPS_strict,230,244,PF01505,Vault,220,262,15,1.0,0.3488,True
Q14764,fLPS_strict,341,347,PF01505,Vault,324,367,7,1.0,0.1591,False
Q99613,fLPS_strict,216,241,PF05470,eIF-3c_N,31,705,26,1.0,0.0385,False
Q99613,fLPS_strict,258,287,PF05470,eIF-3c_N,31,705,30,1.0,0.0444,False
Q99613,fLPS_strict,291,302,PF05470,eIF-3c_N,31,705,12,1.0,0.0178,False
Q99613,fLPS_strict,164,188,PF05470,eIF-3c_N,31,705,25,1.0,0.037,False
Q99613,fLPS_strict,572,579,PF05470,eIF-3c_N,31,705,8,1.0,0.0119,False
Q99613,fLPS_strict,218,246,PF05470,eIF-3c_N,31,705,29,1.0,0.043,False
Q99613,fLPS_strict,124,147,PF05470,eIF-3c_N,31,705,24,1.0,0.0356,False
Q99613,fLPS_strict,235,242,PF05470,eIF-3c_N,31,705,8,1.0,0.0119,False
Q99613,fLPS_strict,216,246,PF05470,eIF-3c_N,31,705,31,1.0,0.0459,False
Q99613,fLPS_strict,168,189,PF05470,eIF-3c_N,31,705,22,1.0,0.0326,False
Q99613,fLPS_strict,124,149,PF05470,eIF-3c_N,31,705,26,1.0,0.0385,False
Q96QR8,fLPS_strict,202,217,PF04845,PurA,31,279,16,1.0,0.0643,False
Q96QR8,fLPS_strict,153,165,PF04845,PurA,31,279,13,1.0,0.0522,False
P50914,fLPS_strict,93,147,PF01929,Ribosomal_L14e,47,120,28,0.5091,0.3784,True
P50914,fLPS_strict,92,215,PF01929,Ribosomal_L14e,47,120,29,0.2339,0.3919,True
P62241,fLPS_strict,124,157,PF01201,Ribosomal_S8e,5,190,34,1.0,0.1828,False
P62241,fLPS_strict,10,26,PF01201,Ribosomal_S8e,5,190,17,1.0,0.0914,True
P62241,fLPS_strict,131,135,PF01201,Ribosomal_S8e,5,190,5,1.0,0.0269,False
P62241,fLPS_strict,124,157,PF01201,Ribosomal_S8e,5,190,34,1.0,0.1828,False
A0A5H1ZRQ2,fLPS_strict,429,440,PF00271,Helicase_C,405,512,12,1.0,0.1111,False
A0A5H1ZRQ2,fLPS_strict,258,262,PF00270,DEAD,195,365,5,1.0,0.0292,False
A0A5H1ZRQ2,fLPS_strict,258,262,PF04851,ResIII,215,358,5,1.0,0.0347,False
Q8NEJ9,fLPS_strict,59,72,PF04000,Sas10_Utp3,18,98,14,1.0,0.1728,False
Q52LJ0,fLPS_strict,317,324,PF10239,DUF2465,35,330,8,1.0,0.027,True
Q15397,fLPS_strict,420,426,PF22493,PUF_NOP9,181,439,7,1.0,0.027,False
Q92945,fLPS_strict,498,612,PF09005,FUBP_C,611,632,2,0.0174,0.0909,True
Q92945,fLPS_strict,396,444,PF00013,KH_1,427,493,18,0.3673,0.2687,True
Q92945,fLPS_strict,684,711,PF09005,FUBP_C,670,685,2,0.0714,0.125,True
Q92945,fLPS_strict,215,253,PF00013,KH_1,236,301,18,0.4615,0.2727,True
Q92945,fLPS_strict,215,253,PF07650,KH_2,237,271,17,0.4359,0.4857,True
Q92945,fLPS_strict,631,642,PF09005,FUBP_C,611,632,2,0.1667,0.0909,True
Q92945,fLPS_strict,497,614,PF09005,FUBP_C,611,632,4,0.0339,0.1818,True
Q92945,fLPS_strict,396,444,PF00013,KH_1,427,493,18,0.3673,0.2687,True
Q92945,fLPS_strict,681,711,PF09005,FUBP_C,670,685,5,0.1613,0.3125,True
Q92945,fLPS_strict,631,642,PF09005,FUBP_C,611,632,2,0.1667,0.0909,True
Q92945,fLPS_strict,661,672,PF09005,FUBP_C,670,685,3,0.25,0.1875,True
Q8IXT5,fLPS_strict,459,464,PF00076,RRM_1,402,470,6,1.0,0.087,True
Q8IXT5,fLPS_strict,25,46,PF28441,RRM_11,5,83,22,1.0,0.2785,False
P57721,fLPS_strict,300,329,PF00013,KH_1,295,358,30,1.0,0.4688,True
B1AHD1,fLPS_strict,115,125,PF08228,RNase_P_pop3,15,130,11,1.0,0.0948,True
B1AHD1,fLPS_strict,115,125,PF01248,Ribosomal_L7Ae,25,115,1,0.0909,0.011,True
B5MCF9,fLPS_strict,49,56,PF06732,Pescadillo_N,7,258,8,1.0,0.0317,False
B5MCY1,fLPS_strict,236,254,PF00567,TUDOR,239,356,16,0.8421,0.1356,True
B5MCY1,fLPS_strict,1333,1338,PF00567,TUDOR,1293,1412,6,1.0,0.05,False
B5MCY1,fLPS_strict,762,777,PF00567,TUDOR,758,866,16,1.0,0.1468,True
Q86XN8,fLPS_strict,278,289,PF00013,KH_1,275,335,12,1.0,0.1967,True
Q12906,fLPS_strict,102,115,PF07528,DZF_N,11,221,14,1.0,0.0664,False
Q12906,fLPS_strict,576,584,PF00035,dsrm,527,588,9,1.0,0.1452,True
Q9NRJ5,fLPS_strict,477,487,PF04926,PAP_RNA-bind,429,498,11,1.0,0.1571,False
Q9NRJ5,fLPS_strict,488,509,PF04926,PAP_RNA-bind,429,498,11,0.5,0.1571,True
Q9UPQ9,fLPS_strict,918,945,PF10427,Ago_hook,928,1059,18,0.6429,0.1364,True
Q9UPQ9,fLPS_strict,1026,1037,PF10427,Ago_hook,928,1059,12,1.0,0.0909,False
Q9UPQ9,fLPS_strict,1012,1016,PF10427,Ago_hook,928,1059,5,1.0,0.0379,False
Q9UPQ9,fLPS_strict,918,945,PF10427,Ago_hook,928,1059,18,0.6429,0.1364,True
Q9UPQ9,fLPS_strict,1018,1042,PF10427,Ago_hook,928,1059,25,1.0,0.1894,False
Q9NVR5,fLPS_strict,204,253,PF08190,PIH1,43,207,4,0.08,0.0242,True
Q9NVR5,fLPS_strict,41,68,PF08190,PIH1,43,207,26,0.9286,0.1576,True
P62081,fLPS_strict,98,120,PF01251,Ribosomal_S7e,7,189,23,1.0,0.1257,False
P62081,fLPS_strict,98,120,PF01251,Ribosomal_S7e,7,189,23,1.0,0.1257,False
Q9HC16,fLPS_strict,202,208,PF08210,AID,202,376,7,1.0,0.04,True
B5MCH7,fLPS_strict,333,342,PF02020,W2,263,339,7,0.7,0.0909,True
Q5U5Q3,fLPS_strict,329,342,PF00013,KH_1,328,388,14,1.0,0.2295,True
Q99575,fLPS_strict,137,154,PF06978,POP1_N,107,183,18,1.0,0.2338,False
Q99575,fLPS_strict,165,180,PF06978,POP1_N,107,183,16,1.0,0.2078,True
Q99575,fLPS_strict,165,180,PF06978,POP1_N,172,257,9,0.5625,0.1047,True
Q99575,fLPS_strict,604,631,PF08170,POPLD,617,708,15,0.5357,0.163,True
B5MCU0,fLPS_strict,184,188,PF01424,R3H,171,222,5,1.0,0.0962,False
G5E9G0,fLPS_strict,63,103,PF00297,Ribosomal_L3,1,323,41,1.0,0.1269,False
G5E9G0,fLPS_strict,5,41,PF00297,Ribosomal_L3,1,323,37,1.0,0.1146,True
P42696,fLPS_strict,198,202,PF00076,RRM_1,187,218,5,1.0,0.1562,False
Q14966,fLPS_strict,1953,1974,PF12171,zf-C2H2_jaz,1928,1953,1,0.0455,0.0385,True
Q9Y4B4,fLPS_strict,483,487,PF04851,ResIII,290,494,5,1.0,0.0244,True
Q9Y4B4,fLPS_strict,422,426,PF04851,ResIII,290,494,5,1.0,0.0244,False
Q9Y4B4,fLPS_strict,352,368,PF04851,ResIII,290,494,17,1.0,0.0829,False
Q8WVV9,fLPS_strict,72,93,PF00076,RRM_1,80,128,14,0.6364,0.2857,True
Q8WVV9,fLPS_strict,104,108,PF00076,RRM_1,80,128,5,1.0,0.102,False
B8ZZ98,fLPS_strict,69,102,PF08648,SNRNP27,98,119,5,0.1471,0.2273,True
B8ZZ98,fLPS_strict,103,107,PF08648,SNRNP27,98,119,5,1.0,0.2273,True
B8ZZ98,fLPS_strict,68,105,PF08648,SNRNP27,98,119,8,0.2105,0.3636,True
C9JAB2,fLPS_strict,76,233,PF00076,RRM_1,13,77,2,0.0127,0.0308,True
C9JAB2,fLPS_strict,5,25,PF00076,RRM_1,13,77,13,0.619,0.2,True
E7ETU5,fLPS_strict,81,100,PF00076,RRM_1,31,91,11,0.55,0.1803,True
E7ETU5,fLPS_strict,81,105,PF00076,RRM_1,31,91,11,0.44,0.1803,True
P26639,fLPS_strict,246,250,PF07973,tRNA_SAD,250,298,1,0.2,0.0204,True
E7EX53,fLPS_strict,20,73,PF00827,Ribosomal_L15e,2,133,54,1.0,0.4091,False
Q2VPK5,fLPS_strict,433,466,PF10288,CTU2,341,468,34,1.0,0.2656,True
Q2VPK5,fLPS_strict,420,436,PF10288,CTU2,341,468,17,1.0,0.1328,False
Q2VPK5,fLPS_strict,388,393,PF10288,CTU2,341,468,6,1.0,0.0469,False
Q2VPK5,fLPS_strict,420,466,PF10288,CTU2,341,468,47,1.0,0.3672,True
F6XX82,fLPS_strict,59,80,PF01016,Ribosomal_L27,31,90,22,1.0,0.3667,True
F6XX82,fLPS_strict,32,52,PF01016,Ribosomal_L27,31,90,21,1.0,0.35,True
P62750,fLPS_strict,4,39,PF03939,Ribosomal_L23eN,17,67,23,0.6389,0.451,True
P62750,fLPS_strict,41,68,PF03939,Ribosomal_L23eN,17,67,27,0.9643,0.5294,True
P62750,fLPS_strict,2,27,PF03939,Ribosomal_L23eN,17,67,11,0.4231,0.2157,True
P62750,fLPS_strict,2,39,PF03939,Ribosomal_L23eN,17,67,23,0.6053,0.451,True
Q96EH5,fLPS_strict,41,46,PF00832,Ribosomal_L39,9,49,6,1.0,0.1463,True
Q7Z2W9,fLPS_strict,176,183,PF00829,Ribosomal_L21p,96,198,8,1.0,0.0777,False
Q7Z2W9,fLPS_strict,169,184,PF00829,Ribosomal_L21p,96,198,16,1.0,0.1553,False
H0Y450,fLPS_strict,350,370,PF05746,DALR_1,288,353,4,0.1905,0.0606,True
H0Y450,fLPS_strict,350,374,PF05746,DALR_1,288,353,4,0.16,0.0606,True
J3QT46,fLPS_strict,520,529,PF03143,GTP_EFTU_D3,509,617,10,1.0,0.0917,False
J3QT46,fLPS_strict,564,568,PF03143,GTP_EFTU_D3,509,617,5,1.0,0.0459,False
Q9H3J6,fLPS_strict,129,164,PF00472,RF-1,54,147,19,0.5278,0.2021,True
Q14576,fLPS_strict,266,283,PF13893,RRM_5,278,365,6,0.3333,0.0682,True
O77932,fLPS_strict,18,46,PF08652,RAI1,44,379,3,0.1034,0.0089,True
O77932,fLPS_strict,72,80,PF08652,RAI1,44,379,9,1.0,0.0268,False
C9J2Y9,fLPS_strict,581,616,PF04566,RNA_pol_Rpb2_4,560,622,36,1.0,0.5714,True
C9J2Y9,fLPS_strict,1156,1165,PF04560,RNA_pol_Rpb2_7,1075,1165,10,1.0,0.1099,True
C9J2Y9,fLPS_strict,954,975,PF00562,RNA_pol_Rpb2_6,700,1073,22,1.0,0.0588,False
C9J2Y9,fLPS_strict,245,282,PF04563,RNA_pol_Rpb2_1,31,434,38,1.0,0.0941,False
C9J2Y9,fLPS_strict,245,282,PF04561,RNA_pol_Rpb2_2,194,387,38,1.0,0.1959,False
C9J2Y9,fLPS_strict,289,293,PF04563,RNA_pol_Rpb2_1,31,434,5,1.0,0.0124,False
C9J2Y9,fLPS_strict,289,293,PF04561,RNA_pol_Rpb2_2,194,387,5,1.0,0.0258,False
C9J2Y9,fLPS_strict,581,620,PF04566,RNA_pol_Rpb2_4,560,622,40,1.0,0.6349,True
P27824,fLPS_strict,268,313,PF00262,Calreticulin,71,440,46,1.0,0.1243,False
P27824,fLPS_strict,325,347,PF00262,Calreticulin,71,440,23,1.0,0.0622,False
P27824,fLPS_strict,91,95,PF00262,Calreticulin,71,440,5,1.0,0.0135,False
P27824,fLPS_strict,265,314,PF00262,Calreticulin,71,440,50,1.0,0.1351,False
C9J9B2,fLPS_strict,113,132,PF00076,RRM_1,63,122,10,0.5,0.1667,True
C9J9B2,fLPS_strict,113,137,PF00076,RRM_1,63,122,10,0.4,0.1667,True
Q15072,fLPS_strict,282,292,PF00096,zf-C2H2,268,290,9,0.8182,0.3913,True
Q15072,fLPS_strict,27,38,PF00096,zf-C2H2,16,38,12,1.0,0.5217,True
Q9UI43,fLPS_strict,202,207,PF01728,FtsJ,52,236,6,1.0,0.0324,False
X6RDA4,fLPS_strict,182,189,PF00076,RRM_1,158,216,8,1.0,0.1356,False
Q00839,fLPS_strict,9,31,PF02037,SAP,8,42,23,1.0,0.6571,True
Q15366,fLPS_strict,294,323,PF00013,KH_1,290,352,30,1.0,0.4762,True
Q15366,fLPS_strict,146,156,PF00013,KH_1,99,162,11,1.0,0.1719,True
Q9UI10,fLPS_strict,458,462,PF01008,IF-2B,219,509,5,1.0,0.0172,False
Q9UI10,fLPS_strict,357,361,PF01008,IF-2B,219,509,5,1.0,0.0172,False
Q9UI10,fLPS_strict,354,381,PF01008,IF-2B,219,509,28,1.0,0.0962,False
Q7L2E3,fLPS_strict,113,117,PF24995,DSRM_2,48,123,5,1.0,0.0658,True
Q7L2E3,fLPS_strict,571,589,PF00270,DEAD,442,594,19,1.0,0.1242,True
Q7L2E3,fLPS_strict,71,106,PF24995,DSRM_2,48,123,36,1.0,0.4737,False
Q01085,fLPS_strict,61,67,PF00076,RRM_1,11,79,7,1.0,0.1014,False
H0Y503,fLPS_strict,124,133,PF02020,W2,83,130,7,0.7,0.1458,True
O14787,fLPS_strict,4,32,PF03810,IBN_N,32,98,1,0.0345,0.0149,True
Q5RKV6,fLPS_strict,157,172,PF01138,RNase_PH,36,175,16,1.0,0.1143,True
Q5RKV6,fLPS_strict,74,86,PF01138,RNase_PH,36,175,13,1.0,0.0929,False
Q5RKV6,fLPS_strict,93,111,PF01138,RNase_PH,36,175,19,1.0,0.1357,False
Q5RKV6,fLPS_strict,72,91,PF01138,RNase_PH,36,175,20,1.0,0.1429,False
H7C1D4,fLPS_strict,10,31,PF01997,Translin,27,184,5,0.2273,0.0316,True
P32969,fLPS_strict,49,53,PF00347,Ribosomal_L6,12,85,5,1.0,0.0676,False
P32969,fLPS_strict,124,129,PF00347,Ribosomal_L6,99,178,6,1.0,0.075,False
Q8TCS8,fLPS_strict,474,504,PF01138,RNase_PH,367,501,28,0.9032,0.2074,True
D4PHA4,fLPS_strict,478,492,PF15337,Vasculin,395,491,14,0.9333,0.1443,True
D4PHA4,fLPS_strict,474,492,PF15337,Vasculin,395,491,18,0.9474,0.1856,True
F6S9K0,fLPS_strict,104,141,PF00642,zf-CCCH,92,115,12,0.3158,0.5,True
F6S9K0,fLPS_strict,104,141,PF14608,zf-CCCH_2,94,114,11,0.2895,0.5238,True
F6S9K0,fLPS_strict,71,115,PF00642,zf-CCCH,92,115,24,0.5333,1.0,True
F6S9K0,fLPS_strict,71,115,PF14608,zf-CCCH_2,94,114,21,0.4667,1.0,True
Q9H7B2,fLPS_strict,9,42,PF04427,Brix,40,227,3,0.0882,0.016,True
Q02878,fLPS_strict,5,41,PF03868,Ribosomal_L6e_N,36,95,6,0.1622,0.1,True
Q02878,fLPS_strict,66,87,PF03868,Ribosomal_L6e_N,36,95,22,1.0,0.3667,True
Q02878,fLPS_strict,218,224,PF01159,Ribosomal_L6e,181,288,7,1.0,0.0648,False
P62269,fLPS_strict,108,144,PF00416,Ribosomal_S13,14,142,35,0.9459,0.2713,True
P61218,fLPS_strict,102,106,PF01192,RNA_pol_Rpb6,51,104,3,0.6,0.0556,True
Q96K58,fLPS_strict,232,238,PF00096,zf-C2H2,224,246,7,1.0,0.3043,True
P78316,fLPS_strict,341,398,PF04147,Nop14,26,846,58,1.0,0.0706,False
P78316,fLPS_strict,166,170,PF04147,Nop14,26,846,5,1.0,0.0061,False
P78316,fLPS_strict,315,327,PF04147,Nop14,26,846,13,1.0,0.0158,False
P78316,fLPS_strict,179,195,PF04147,Nop14,26,846,17,1.0,0.0207,False
P78316,fLPS_strict,275,304,PF04147,Nop14,26,846,30,1.0,0.0365,False
P78316,fLPS_strict,2,27,PF04147,Nop14,26,846,2,0.0769,0.0024,True
P78316,fLPS_strict,271,304,PF04147,Nop14,26,846,34,1.0,0.0414,False
P78316,fLPS_strict,525,533,PF04147,Nop14,26,846,9,1.0,0.011,False
Q6P158,fLPS_strict,909,922,PF00271,Helicase_C,832,968,14,1.0,0.1022,False
H0Y6E7,fLPS_strict,182,212,PF08081,RBM1CTR,175,219,31,1.0,0.6889,True
H0Y6E7,fLPS_strict,143,177,PF08081,RBM1CTR,175,219,3,0.0857,0.0667,True
H0Y6E7,fLPS_strict,180,205,PF08081,RBM1CTR,175,219,26,1.0,0.5778,True
Q96EG3,fLPS_strict,310,354,PF00096,zf-C2H2,299,321,12,0.2667,0.5217,True
Q96EG3,fLPS_strict,291,354,PF00096,zf-C2H2,271,293,3,0.0469,0.1304,True
Q96EG3,fLPS_strict,291,354,PF00096,zf-C2H2,299,321,23,0.3594,1.0,True
Q6NXG1,fLPS_strict,278,289,PF28441,RRM_11,227,317,12,1.0,0.1319,False
Q7L775,fLPS_strict,245,249,PF27073,FAM200-ZBED5_RNase-like,94,266,5,1.0,0.0289,False
Q8NAT2,fLPS_strict,502,506,PF00567,TUDOR,472,594,5,1.0,0.0407,False
P41252,fLPS_strict,736,741,PF08264,Anticodon_1,693,849,6,1.0,0.0382,False
P15170,fLPS_strict,397,406,PF03143,GTP_EFTU_D3,390,494,10,1.0,0.0952,True
P15170,fLPS_strict,369,373,PF03144,GTP_EFTU_D2,314,381,5,1.0,0.0735,True
Q9H633,fLPS_strict,62,95,PF04032,Rpr2,13,96,34,1.0,0.4048,True
Q9H633,fLPS_strict,78,86,PF04032,Rpr2,13,96,9,1.0,0.1071,True
Q9H633,fLPS_strict,48,100,PF04032,Rpr2,13,96,49,0.9245,0.5833,True
Q9BQ75,fLPS_strict,50,77,PF14617,CMS1,61,263,17,0.6071,0.0837,True
Q9BQ75,fLPS_strict,48,77,PF14617,CMS1,61,263,17,0.5667,0.0837,True
P62633,fLPS_strict,54,171,PF00098,zf-CCHC,53,68,15,0.1271,0.9375,True
P62633,fLPS_strict,54,171,PF00098,zf-CCHC,73,89,17,0.1441,1.0,True
P62633,fLPS_strict,54,171,PF00098,zf-CCHC,97,113,17,0.1441,1.0,True
P62633,fLPS_strict,54,171,PF00098,zf-CCHC,117,134,18,0.1525,1.0,True
P62633,fLPS_strict,54,171,PF00098,zf-CCHC,136,152,17,0.1441,1.0,True
P62633,fLPS_strict,54,171,PF00098,zf-CCHC,157,172,15,0.1271,0.9375,True
Q6ZMS7,fLPS_strict,507,532,PF00096,zf-C2H2,494,516,10,0.3846,0.4348,True
Q6ZMS7,fLPS_strict,507,540,PF00096,zf-C2H2,494,516,10,0.2941,0.4348,True
Q5QJE6,fLPS_strict,725,730,PF08698,Fcf2,638,731,6,1.0,0.0638,True
F6VEC6,fLPS_strict,198,237,PF13393,tRNA-synt_His,114,315,40,1.0,0.198,False
Q8IYT2,fLPS_strict,184,188,PF01728,FtsJ,112,319,5,1.0,0.024,False
X6RJ73,fLPS_strict,76,88,PF00467,KOW,59,88,13,1.0,0.4333,True
Q5VZU3,fLPS_strict,3,7,PF01137,RTC,2,183,5,1.0,0.0275,True
C9J1C5,fLPS_strict,5,45,PF01667,Ribosomal_S27e,1,50,41,1.0,0.82,True
Q15477,fLPS_strict,1040,1052,PF13234,MTR4_beta-barrel,832,1046,7,0.5385,0.0326,True
Q15477,fLPS_strict,843,847,PF13234,MTR4_beta-barrel,832,1046,5,1.0,0.0233,False
E9PHM2,fLPS_strict,415,451,PF00133,tRNA-synt_1,401,557,37,1.0,0.2357,False
E9PHM2,fLPS_strict,520,548,PF00133,tRNA-synt_1,401,557,29,1.0,0.1847,True
E9PHM2,fLPS_strict,461,466,PF00133,tRNA-synt_1,401,557,6,1.0,0.0382,False
E9PHM2,fLPS_strict,520,548,PF00133,tRNA-synt_1,401,557,29,1.0,0.1847,True
Q5CZA5,fLPS_strict,249,253,PF00096,zf-C2H2,231,253,5,1.0,0.2174,True
X6RJY0,fLPS_strict,77,98,PF04615,Utp14,7,299,22,1.0,0.0751,False
X6RJY0,fLPS_strict,218,258,PF04615,Utp14,7,299,41,1.0,0.1399,False
X6RJY0,fLPS_strict,174,187,PF04615,Utp14,7,299,14,1.0,0.0478,False
X6RJY0,fLPS_strict,123,127,PF04615,Utp14,7,299,5,1.0,0.0171,False
X6RJY0,fLPS_strict,218,267,PF04615,Utp14,7,299,50,1.0,0.1706,False
F8VVL1,fLPS_strict,93,126,PF01253,SUI1,112,157,15,0.4412,0.3261,True
Q9H0H0,fLPS_strict,980,991,PF14750,INTS2,26,1129,12,1.0,0.0109,False
Q9H0H0,fLPS_strict,397,401,PF14750,INTS2,26,1129,5,1.0,0.0045,False
Q9H0H0,fLPS_strict,102,106,PF14750,INTS2,26,1129,5,1.0,0.0045,False
Q9H0H0,fLPS_strict,684,706,PF14750,INTS2,26,1129,23,1.0,0.0208,False
E7ETK0,fLPS_strict,83,130,PF01282,Ribosomal_S24e,5,95,13,0.2708,0.1429,True
E7ETK0,fLPS_strict,83,130,PF01282,Ribosomal_S24e,5,95,13,0.2708,0.1429,True
P0C7T5,fLPS_strict,579,599,PF08517,AXH,469,580,2,0.0952,0.0179,True
P0C7T5,fLPS_strict,579,604,PF08517,AXH,469,580,2,0.0769,0.0179,True
Q587J7,fLPS_strict,554,581,PF00270,DEAD,468,598,28,1.0,0.2137,False
Q587J7,fLPS_strict,63,74,PF00567,TUDOR,5,128,12,1.0,0.0968,False
P54253,fLPS_strict,626,653,PF08517,AXH,574,686,28,1.0,0.2478,False
Q9UHC7,fLPS_strict,214,239,PF00642,zf-CCCH,210,233,20,0.7692,0.8333,True
Q5JW28,fLPS_strict,157,199,PF00035,dsrm,106,174,18,0.4186,0.2609,True
Q5JW28,fLPS_strict,32,43,PF00035,dsrm,22,79,12,1.0,0.2069,True
Q5JW28,fLPS_strict,66,75,PF00035,dsrm,22,79,10,1.0,0.1724,True
Q5JW28,fLPS_strict,157,199,PF00035,dsrm,106,174,18,0.4186,0.2609,True
Q5JW28,fLPS_strict,7,46,PF00035,dsrm,22,79,25,0.625,0.431,True
B0QY89,fLPS_strict,495,499,PF10255,Paf67,195,593,5,1.0,0.0125,False
B0QY89,fLPS_strict,200,212,PF10255,Paf67,195,593,13,1.0,0.0326,True
Q8N7X1,fLPS_strict,60,66,PF00076,RRM_1,10,79,7,1.0,0.1,False
Q6PI26,fLPS_strict,418,433,PF04925,SHQ1,235,419,2,0.125,0.0108,True
Q6PI26,fLPS_strict,417,439,PF04925,SHQ1,235,419,3,0.1304,0.0162,True
P56182,fLPS_strict,120,124,PF05997,Nop52,10,327,5,1.0,0.0157,False
P56182,fLPS_strict,139,155,PF05997,Nop52,10,327,17,1.0,0.0535,False
C9J6P4,fLPS_strict,870,905,PF00644,PARP,861,974,36,1.0,0.3158,True
Q8IZH2,fLPS_strict,98,103,PF03159,XRN_N,1,227,6,1.0,0.0264,False
O15042,fLPS_strict,766,859,PF08312,cwf21,838,884,22,0.234,0.4681,True
O15042,fLPS_strict,881,926,PF08312,cwf21,838,884,4,0.087,0.0851,True
Q9C0B1,fLPS_strict,347,353,PF12934,FTO_CTD,329,497,7,1.0,0.0414,False
Q9C0B1,fLPS_strict,250,257,PF12933,FTO_NTD,37,325,8,1.0,0.0277,False
C9JYQ9,fLPS_strict,60,86,PF01776,Ribosomal_L22e,12,118,27,1.0,0.2523,False
Q5T7N2,fLPS_strict,720,725,PF02994,Transposase_22,700,795,6,1.0,0.0625,False
Q5T7N2,fLPS_strict,775,791,PF02994,Transposase_22,700,795,17,1.0,0.1771,True
Q5T7N2,fLPS_strict,684,731,PF02994,Transposase_22,700,795,32,0.6667,0.3333,True
H7C5K7,fLPS_strict,309,314,PF00644,PARP,177,352,6,1.0,0.0341,False
Q8TAS1,fLPS_strict,335,350,PF00076,RRM_1,345,398,6,0.375,0.1111,True
E9PFF5,fLPS_strict,381,410,PF12235,FXMRP1_C_core,330,399,19,0.6333,0.2714,True
E9PFF5,fLPS_strict,394,412,PF12235,FXMRP1_C_core,330,399,6,0.3158,0.0857,True
E9PFF5,fLPS_strict,316,342,PF12235,FXMRP1_C_core,330,399,13,0.4815,0.1857,True
E9PFF5,fLPS_strict,384,412,PF12235,FXMRP1_C_core,330,399,16,0.5517,0.2286,True
E9PFF5,fLPS_strict,327,343,PF12235,FXMRP1_C_core,330,399,14,0.8235,0.2,True
O60783,fLPS_strict,80,112,PF00253,Ribosomal_S14,75,126,33,1.0,0.6346,True
P62945,fLPS_strict,2,23,PF05162,Ribosomal_L41,1,25,22,1.0,0.88,True
P62945,fLPS_strict,2,25,PF05162,Ribosomal_L41,1,25,24,1.0,0.96,True
H0Y8P4,fLPS_strict,513,521,PF09384,UTP15_C,370,517,5,0.5556,0.0338,True
H0Y8P4,fLPS_strict,471,475,PF09384,UTP15_C,370,517,5,1.0,0.0338,False
Q499Z4,fLPS_strict,31,62,PF00096,zf-C2H2,14,36,6,0.1875,0.2609,True
Q499Z4,fLPS_strict,31,62,PF00096,zf-C2H2,42,64,21,0.6562,0.913,True
Q499Z4,fLPS_strict,357,367,PF00096,zf-C2H2,367,389,1,0.0909,0.0435,True
Q499Z4,fLPS_strict,416,435,PF00096,zf-C2H2,396,417,2,0.1,0.0909,True
Q499Z4,fLPS_strict,31,62,PF00096,zf-C2H2,14,36,6,0.1875,0.2609,True
Q499Z4,fLPS_strict,31,62,PF00096,zf-C2H2,42,64,21,0.6562,0.913,True
E7ET15,fLPS_strict,765,838,PF08312,cwf21,837,883,2,0.027,0.0426,True
